law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,date_pulled,source
Lively Law Firm,,,,,TX,El Paso,,,Immigration,,,El Paso,2,1,2026-09-13,State Bar of Texas Member Directory
Lorenzo Nieto,,,,,TX,El Paso,,,Civil Litigation,,,El Paso,3,1,2026-09-13,State Bar of Texas Member Directory
Lucille Zavala,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Luis Aguilar,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Luz Elena Sandoval-Walker,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Magdalena Gurany Jara,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Mara Asya Blatt,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Marissa Garland Rogers,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Mark Ryan Smigiel,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Marta Acosta,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Martin Guerrero,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Mayra Alicia Stanton,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Michael Rudy Wyatt,,,,,TX,El Paso,,,Employment Law,,,El Paso,3,1,2026-09-13,State Bar of Texas Member Directory
Myrna Pages,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Nallely Alexandra Barbosa,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Nicholas Chris Vitolo,,,,,TX,El Paso,915-271-6852,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Nicole Josephine Martinez,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
"Omar A. Gonzalez, Attorney at Law, PLLC",,,,,TX,El Paso,915-213-0947,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Omar Antonio De La Rosa,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Oscar Gomez,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Patricia Ann Macias,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Penny J. Hamilton,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Phillip Douglas Countryman,,,,,TX,El Paso,915-534-3498,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Rajan Jaysukh Ramani,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Rajeev Sunkara,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Raquel Lopez,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Raymond Luis Telles,,,,,TX,El Paso,915-212-1072,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Robert Dinsmoor,,,,,TX,El Paso,,,Personal Injury,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Roberta Alicia Brito,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Roberto J. Ramos,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Rodrigo Estrada,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Shannon Reiter,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Stephany Miranda,,,,,TX,El Paso,,,Immigration,,,El Paso,2,1,2026-09-13,State Bar of Texas Member Directory
Susan E. Jeans,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Susan Larsen,,,,,TX,El Paso,915-319-3194,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Taylor Janeen Rucker,,,,,TX,El Paso,915-228-8045,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
"The Huynh Law Firm, PLLC",,,,,TX,El Paso,915-223-4878,,Personal Injury,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
USPTO,,,,,TX,El Paso,571-270-5269,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Valentina Herrera Salcedo,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Valerie Yvonne Berumen,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Valerie Yvonne Valenzuela,,,,,TX,El Paso,,,Employment Law,,,El Paso,3,1,2026-09-13,State Bar of Texas Member Directory
Veronica Carbajal,,,,,TX,El Paso,,,Real Estate,,,El Paso,2,1,2026-09-13,State Bar of Texas Member Directory
Victoria Terrazas,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Vivian Enid Arroyo,,,,,TX,El Paso,,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Wendy Ann Compton,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
William M. Lockhart,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Yvonne Nicolette Rosales,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Yvonne T. Rodriguez,,,,,TX,El Paso,,,Criminal Defense,,,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
thyssenkrupp,,,,,TX,El Paso,915-336-6125,,General,,,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Richard L. Bischoff,,,,Canutillo,TX,El Paso,,,General,PO Box 703,79835,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Annai Escobedo,,,,Clint,TX,El Paso,,,Estate Planning,12258 Alameda Ave.,79836,El Paso,2,1,2026-09-13,State Bar of Texas Member Directory
65THDC (JUVCOURTREF2),,,,El Paso,TX,El Paso,915-849-2019,,Criminal Defense,6400 Delta Dr,79905,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
ACM LAW,,,,El Paso,TX,El Paso,915-235-2405,,Criminal Defense,522 San Francisco Ave,79901,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"AG Bowens Law Firm, PLLC",https://www.agbowenslaw.com/,,,El Paso,TX,El Paso,800-571-8062,priscilla.bowens@agbowenslaw.com,General,"221 N. Kansas Street Suite 700, PMB#0908",79901,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
ARDITTI VANCE LAW PLLC,,,,El Paso,TX,El Paso,915-317-1033,,Criminal Defense,1300 N El Paso St,79902,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Abelardo Perez Bernal Attorney at Law,,,,El Paso,TX,El Paso,915-532-3446,,Criminal Defense,100 N Ochoa St Ste B,79901,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Abrar and Vergara PLLC,https://theavlawyer.com/,,,El Paso,TX,El Paso,915-444-6675,contact@theavlawyer.com,Criminal Defense,2407 E Yandell Dr Ste AV,79903,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Adan Valdez Law,,,,El Paso,TX,El Paso,,,General,6936 Cactus Thrush,79911,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Adolfo Quijano,,,,El Paso,TX,El Paso,915-542-1051,,Criminal Defense,221 N Kansas St Ste 609,79901,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Ainsa White & Hutson LLP,https://www.awheplaw.com/,,,El Paso,TX,El Paso,915-845-5300,info@awheplaw.com,Real Estate,5809 Acacia Cir,79912,El Paso,2,8,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"Albert A. Biel, Jr.",,,,El Paso,TX,El Paso,915-533-7517,,Criminal Defense,615 E Schuster Ave Ste 6,79902,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Albert Armendariz Sr U S Courthouse,,,,El Paso,TX,El Paso,915-534-6028,,General,525 Magoffin Ave Rm 651,79901,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Alejandra Valdez,,,,El Paso,TX,El Paso,,,General,701 Magnolia St.,79903,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Alfonso Cota,,,,El Paso,TX,El Paso,915-261-2190,,General,1283 Desierto Seco Dr,79912,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Alfonso Dominguez,,,,El Paso,TX,El Paso,915-212-0221,,General,City of El Paso Municipal Court 810 East Overland St,79901,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
"Alfonso L. Melendez, P.C.",,,,El Paso,TX,El Paso,915-593-2357,,General,11335 Pellicano Dr,79936,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Ali Marie Walker,,,,El Paso,TX,El Paso,915-755-1336,,Estate Planning,9531 Dyer St,79924,El Paso,2,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Alma Delia Camacho,,,,El Paso,TX,El Paso,915-526-0092,,Criminal Defense,718 Myrtle,79901,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Alma Lagarda PLLC,,,,El Paso,TX,El Paso,915-843-8112,,Criminal Defense,P.O. Box 221101,79913,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
"Anderson Bright & Associates, P.C.",https://www.andersoncroutattorneys.com/,,,El Paso,TX,El Paso,915-595-1380,,Estate Planning,1533 N Lee Trevino Dr Ste 205,79936,El Paso,2,2,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website; manual verified search
Andrea Herrod Nemmers,,,,El Paso,TX,El Paso,,,General,4131 Trowbridge Dr,79903,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Andrew Lafayette Clyde Steed,,,,El Paso,TX,El Paso,,,General,700 E San Antonio Ave Ste D401,79901,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Antcliff Mediation PLLC,https://www.antcliffmediation.com/,,,El Paso,TX,El Paso,915-533-1221,chris@antcliffmediation.com,General,221 N Kansas St Ste 609,79901,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Anthony I. Gonzales,,,,El Paso,TX,El Paso,915-534-7276,,Criminal Defense,711 N Saint Vrain St,79902,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Araceli Solis,,,,El Paso,TX,El Paso,915-532-4800,,Criminal Defense,700 E Overland Ave Ste C,79901,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Aranda Law Firm,https://arandalawfirm.com/,,,El Paso,TX,El Paso,915-996-9914,,Criminal Defense,2507 N Stanton St,79902,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"Arditti & Arditti, Attorneys at Law, PLLC",,,,El Paso,TX,El Paso,915-317-7753,,Criminal Defense,1300 N El Paso St,79902,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Arif Abrar,https://theavlawyer.com/,,,El Paso,TX,El Paso,915-444-6675,contact@theavlawyer.com,Criminal Defense,"2407 E YANDELL, STE AV",79903,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory; Justia
Armin J. Jezari,https://www.jezarilaw.com/,,,El Paso,TX,El Paso,915-800-2145,info@jezarilaw.com,Estate Planning,"221 N Kansas St., Ste. 700",79901,El Paso,2,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Arturo Rodriguez Law Firm P.C.,https://www.abogadorodriguez.com/,,,El Paso,TX,El Paso,915-541-8920,arodriguez@abogadorodriguez.com,Immigration,1515 E Missouri Ave,79902,El Paso,2,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Arturo Vazquez,,,,El Paso,TX,El Paso,915-532-0000,,Immigration,416 N Stanton St Ste 600,79901,El Paso,2,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Ashley M. Martinez,,,,El Paso,TX,El Paso,915-273-3542,,General,500 E San Antonio Ave Fl 2,79901,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
"Attorney and Counselor at Law, PLLC",,,,El Paso,TX,El Paso,915-588-7746,,Estate Planning,521 Texas Avenue,79901,El Paso,2,2,2026-09-13,State Bar of Texas Member Directory
Attorney with the Law Offices of Bill D. Hicks P.C.,https://billhickslaw.com/,,,El Paso,TX,El Paso,915-990-2440,,Criminal Defense,1731 Montana Ave,79902,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Baeza Law Group,,,,El Paso,TX,El Paso,915-613-6177,,Personal Injury,4141 Pinnacle St Ste 220,79902,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
"Barde Law, PLLC",https://bardelaw.com/,,,El Paso,TX,El Paso,,jbarde@bardelaw.com,Real Estate,6153 Patricia Elena Pl.,79932,El Paso,2,1,2026-09-13,State Bar of Texas Member Directory
Ben L. Ivey,,,,El Paso,TX,El Paso,915-544-4839,,General,500 E San Antonio Ave Rm 605,79901,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Benjamin Law Firm,,,,El Paso,TX,El Paso,915-412-5858,,Criminal Defense,"1013 E. San Antonio, Ave., Building B",79901,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"Benoit Legal, P.L.L.C.",,,,El Paso,TX,El Paso,915-532-5544,,Personal Injury,311 Montana Ave Ste B,79902,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Bernardo Rafael Cruz,,,,El Paso,TX,El Paso,,,General,PO Box 91,79941,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Bickerstaff Heath Delgado Acosta LLP,,,,El Paso,TX,El Paso,915-533-1810,,General,221 N Kansas St Ste 700,79901,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Bieganowski Law Group,https://www.bieganowskilawgroup.com/,,,El Paso,TX,El Paso,915-264-1800,bieganowskilawgroup@gmail.com,Personal Injury,812 Magoffin Ave,79901,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"Blanco Ordonez Mata & Wechsler, P.C.",https://www.bomwlaw.com/,,,El Paso,TX,El Paso,915-845-5800,,Civil Litigation,5715 Cromo Dr,79912,El Paso,3,7,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Boyaki Law FIrm,,,,El Paso,TX,El Paso,915-566-8688,,General,4621 Pershing Dr,79903,El Paso,4,2,2026-09-13,State Bar of Texas Member Directory
Brandon Lettunich Attorney at Law,,,,El Paso,TX,El Paso,915-545-2529,,Criminal Defense,7036 Canyon Run Dr.,79912,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Brenda Rose Lyon,,,,El Paso,TX,El Paso,915-474-8402,,General,1401 Murchison Dr.,79902,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Brian David Livingston,,,,El Paso,TX,El Paso,915-546-8185,,Criminal Defense,"500 E. San Antonio, Suite 501",79912,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory; Justia
Brian Kennedy Law,https://www.briankennedylaw.com/,,,El Paso,TX,El Paso,915-312-9199,,General,310 N Mesa St Ste 614,79901,El Paso,4,2,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Brian Mathison,,,,El Paso,TX,El Paso,575-323-1392,,Criminal Defense,"9434 Viscount Road, Suite 200",79925,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Brian William Kelly,,,,El Paso,TX,El Paso,,,Employment Law,524 Spring Crest Drive,79912,El Paso,3,1,2026-09-13,State Bar of Texas Member Directory
Briggs & Associates PC,http://briggslaw.org/,,,El Paso,TX,El Paso,915-779-0039,info@briggslaw.org,Civil Litigation,3609 Montana Ave,79903,El Paso,3,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Bryan Herrera,,,,El Paso,TX,El Paso,915-412-5858,,General,1013 E San Antonio Ave,79901,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
"Bunn and Associates, P.C.",https://www.bunnandassociates.com/,,,El Paso,TX,El Paso,915-532-7500,,Criminal Defense,PO Box 942,79946,El Paso,5,3,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website; manual verified search
C.R. Wannamaker Law PLLC,https://www.crwannamakerlaw.com/,,,El Paso,TX,El Paso,915-373-6046,info@crwannamakerlaw.com,Criminal Defense,"4171 N. mesa St. building D, Suite 500",79902,El Paso,5,2,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
CLAUDIO FLORES JR PC,,,,El Paso,TX,El Paso,915-533-4228,,Criminal Defense,521 Texas Ave,79901,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Caire Law PLLC,,,,El Paso,TX,El Paso,,,General,Remote Address,79902,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
"Cal Mundell Law Firm, P.L.L.C.",https://www.calmundelllaw.com/,,,El Paso,TX,El Paso,915-250-0700,,Personal Injury,1520 N Campbell St,79902,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Carbonell Law Firm PC,,,,El Paso,TX,El Paso,915-706-2281,,Immigration,5822 Cromo Dr Ste 110,79912,El Paso,2,1,2026-09-13,State Bar of Texas Member Directory
Carl Gabriel Horkowitz,,,,El Paso,TX,El Paso,915-212-5196,,General,4717 Hondo Pass Dr Ste 1D PMB 232,79904,El Paso,4,1,2026-09-13,State Bar of Texas Member Directory
Carlos Carrasco,,,,El Paso,TX,El Paso,915-834-8240,,Criminal Defense,500 E San Antonio Ave Rm 413,79901,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Carmona Defense Group,,,,El Paso,TX,El Paso,,,Criminal Defense,4171 N Mesa St Ste D300,79902,El Paso,5,1,2026-09-13,State Bar of Texas Member Directory
Caroline Eloiza Silva,,,,El Paso,TX,El Paso,,,Immigration,7412 Camino Ct,79911,El Paso,2,1,2026-09-13,State Bar of Texas Member Directory
"Carreon & Beltran, PLLC",https://carreon-beltran.com/,,,El Paso,TX,El Paso,915-603-3166,,Employment Law,1401 N Kansas St,79902,El Paso,3,2,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
