law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,date_pulled,source
Alexander Ryan McCann,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Alexandra Lee Moore,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Alexandra LoCasto Mack,,,,,TX,Dallas,,,Civil Litigation,,,Dallas-Fort Worth,3,1,2026-09-10,State Bar of Texas Member Directory
Alexandra N. Reasonover,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Alexandria Cherie Clemons,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Alexandria Leigh Hendry,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Alexei Owen Chijoff-Evans,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Alexis Chantal Sein,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Alexis Kim Desire,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Alexis R. Tatum,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
"Alford & O'Brien, PC",,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Alice Janet Wang Hughes,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Alisa Marie Frame,,,,,TX,Dallas,,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-10,State Bar of Texas Member Directory
Alizeh Sakina Hussain,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Allen L. Unger,,,,,TX,Dallas,,,Real Estate,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory
Allen R. Tubb,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Allison Ann Ramsey,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Allison Eberstein Levy,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Allison Marie Knight,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Allison Rhea Barber,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
"Alonso & Alonso, Attorneys at Law, PLLC",https://alonsoandalonsolaw.com/en/,,,,TX,Dallas,855-663-4763,info@alonsoalonsolaw.com,Immigration,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory; State Bar self-reported website
Amanda Ann Shough,,,,,TX,Dallas,,,Real Estate,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory
Amanda Brett Ethridge,,,,,TX,Dallas,,,Estate Planning,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory
Amanda Lee Rodriguez,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Amanda Stamps Lewis,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Amanuel Workneh Mamo,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Amber Alise Chambers,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Amber Jane Ward Timberlake,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Amir Cyrus Saboorian,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Amir Reza Nanbakhsh,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Amnah Haque,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Amy E. Rebideaux,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Amy Green PLLC,,,,,TX,Dallas,,,Estate Planning,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory
Amy Melendi Eaton,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Amy Michelle Armstrong,,,,,TX,Dallas,,,Estate Planning,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory
Amy Michelle Deroo,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Amy Payne Weselka,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Amy Sanders Kerber,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ana Laura Rojas Rojas,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ana Luisa Reilly,,,,,TX,Dallas,,,Estate Planning,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory
Ana Patricia Elizondo,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Anaka Katelyn Adams,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Analog Devices International,,,,,TX,Dallas,,,General,"Analog Devices, Raheen Business Park",,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Andrea Barbeau,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Andrea Griffin Conley,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Andrea Gwyn Gregg,,,,,TX,Dallas,,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-10,State Bar of Texas Member Directory
Andrea Karch Scofield,,,,,TX,Dallas,,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-10,State Bar of Texas Member Directory
Andrea Meshonn Evans Brown,,,,,TX,Dallas,,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-10,State Bar of Texas Member Directory
Andrea Sollie,,,,,TX,Dallas,,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-10,State Bar of Texas Member Directory
Andrew C. Powell PLLC,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Andrew Drott,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Andrew K. Lisenby,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Andrew Kreider,,,,,TX,Dallas,,,Bankruptcy,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory
Andrew Royce Velvin,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Andrew Thomas Langford,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Angela Alejandra Larkin,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Angela Kennell Washington,,,,,TX,Dallas,972-298-1872,,Real Estate,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory
Angela Marie Gatlin Keys,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Angelina May Hemme,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Anh Van Tran,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ankita Puri,,,,,TX,Dallas,,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-10,State Bar of Texas Member Directory
Ann Blaess Kimball,,,,,TX,Dallas,972-849-4712,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ann Blunt Holford,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ann Lindsay McNutt,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ann Walker,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Anna Elizabeth Cook,,,,,TX,Dallas,,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-10,State Bar of Texas Member Directory
Anna Lisa English-Tookey,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Anne Bethany Robinson,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Anne Louise Campbell,,,,,TX,Dallas,,,Civil Litigation,,,Dallas-Fort Worth,3,1,2026-09-10,State Bar of Texas Member Directory
Anne Marie Lai Howard,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Anthony Gorham Soards,,,,,TX,Dallas,,,Real Estate,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory
Anthony Joseph D'Amore,,,,,TX,Dallas,,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-10,State Bar of Texas Member Directory
Anthony Michael Vecchione,,,,,TX,Dallas,,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-10,State Bar of Texas Member Directory
Anthony Ray McCain,,,,,TX,Dallas,630-664-6011,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Anthony Thomas Lorocco,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Anthony Waldo Brown,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Anthony William Delaune,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Antwone M. Cobbin,,,,,TX,Dallas,,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-10,State Bar of Texas Member Directory
Apostolos Mark Kyprios,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
April Noelle Powell,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
April Renee Terry,,,,,TX,Dallas,,,Civil Litigation,,,Dallas-Fort Worth,3,1,2026-09-10,State Bar of Texas Member Directory
Apurva Gunturu,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Arash Mostafavipour,,,,,TX,Dallas,,,Real Estate,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory
Arla Gail Rosenthal,,,,,TX,Dallas,214-662-3671,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Arman Baqui,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Arthur Leon Jones,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Aryanna Jacinda Bradford,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ashley Alexandria Bigbie,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ashley Ann Hutcheson,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ashley Diane Brooks,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ashley Elizabeth Swink Fincher,,,,,TX,Dallas,,,Civil Litigation,,,Dallas-Fort Worth,3,1,2026-09-10,State Bar of Texas Member Directory
Ashley Faith Jeske,,,,,TX,Dallas,,,Real Estate,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory
Ashley Hai-Ning Tarng,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ashley Jordan Stockton,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ashley Juanita Hazen,,,,,TX,Dallas,,,Immigration,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory
Ashley K Rittenmeyer Briggs,,,,,TX,Dallas,,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-10,State Bar of Texas Member Directory
Ashley Marie Hubbard Nelson,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ashley Marie Oakes,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ashley Nicole Rich,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ashlyn Hohenshelt Dillinger,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Ashton Deon Moore,,,,,TX,Dallas,,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-10,State Bar of Texas Member Directory
Asia Marie Woods,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Astrid E. Fuentes,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Astrid Kendl Topletz,,,,,TX,Dallas,,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-10,State Bar of Texas Member Directory
Attorney Protective,,,,,TX,Dallas,214-220-7530,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Attorney's Offices of James W Shoecraft,,,,,TX,Dallas,214-528-8800,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
August L. Mustillo,,,,,TX,Dallas,214-243-2504,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
"Austin D. Jones, PLLC",,,,,TX,Dallas,214-850-8015,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory; State Bar self-reported website
Austin Kirkpatrick Eagle,,,,,TX,Dallas,,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-10,State Bar of Texas Member Directory
Austin Young Law PLLC,,,,,TX,Dallas,214-253-9890,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Austin Younger Taylor,,,,,TX,Dallas,972-338-4477,,Personal Injury,,,Dallas-Fort Worth,5,1,2026-09-10,State Bar of Texas Member Directory
Avery Caroline Westerlund,,,,,TX,Dallas,,,Civil Litigation,,,Dallas-Fort Worth,3,1,2026-09-10,State Bar of Texas Member Directory
Avni Hathi,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Baharan Behbahani Muse,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Baine Terrell Sellers,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Balambal Mohan,,,,,TX,Dallas,559-361-0449,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Barbara Jo Leal,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Barbara Joanne Van Duyne,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Barbara Lorenzo Di Castro Young,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Barbara Pilo,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Barbara Sue Eddy,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Barry Len Reno,,,,,TX,Dallas,214-803-2941,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-10,State Bar of Texas Member Directory
Barry Wayne Cowan,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Barta Jones PLLC,,,,,TX,Dallas,469-269-5295,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory; State Bar self-reported website
Basel Saleh Al-hasan,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Basirat Bolomope,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
"Becky Tran Law, P.C.",https://www.beckytranlaw.com/,,,,TX,Dallas,214-233-5482,,Real Estate,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory; State Bar self-reported website
Belinda Teye,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Benjamin Ashton Rice,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Benjamin Harvey,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Benjamin Jack Setnick,,,,,TX,Dallas,214-576-9413,,Civil Litigation,,,Dallas-Fort Worth,3,1,2026-09-10,State Bar of Texas Member Directory
Benjamin Laurence Stool,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Benjamin N. Kelton,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Benjamin Richard Casey,,,,,TX,Dallas,,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-10,State Bar of Texas Member Directory
Benjamin Taylor Drake,,,,,TX,Dallas,,,Real Estate,,,Dallas-Fort Worth,2,1,2026-09-10,State Bar of Texas Member Directory
Berman Law Group,https://www.bermanlawgroup.com/,,,,TX,Dallas,800-375-5555,,Personal Injury,,,Dallas-Fort Worth,5,1,2026-09-10,State Bar of Texas Member Directory; State Bar self-reported website
Bernard A. Guerrini,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Betty Jo Robinson,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Beverly Storey Law Office,,,,,TX,Dallas,214-769-8984,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Big 12 Conference,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Bina N Nayee,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
Blake Knight,,,,,TX,Dallas,,,General,,,Dallas-Fort Worth,4,1,2026-09-10,State Bar of Texas Member Directory
