law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,source,date_pulled
Brennan Gott Law P.A.,https://www.brennangottlaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=12921,Wichita,KS,Sedgwick,(316) 682-8500,acantos@orbitinteractive.com,Personal Injury,218 N. Mosley,67202,Wichita,5,2,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Penny A. Calhoun,,,https://directory-kard.kscourts.gov/Home/Details?regNum=25903,Wichita,KS,Sedgwick,(316) 409-5435,,General,3143 N. Lake Ridge Ct,67205,Wichita,2,1,KS Courts Registry,2026-08-17
Cameron Family Law PA,https://www.cameronfamilylaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=23662,Wichita,KS,Sedgwick,(316) 265-0650,office@cameronfamilylaw.com,Family Law,PO Box 75323,67275,Wichita,4,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Campbell Zafar LLC,https://www.campbellzafar.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=23657,Wichita,KS,Sedgwick,(316) 330-9313,admin@campbellzafar.com,Family Law,"310 W Central, Ste 103",67202,Wichita,4,2,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Gerald Capps,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13681,Wichita,KS,Sedgwick,(316) 291-4130,,General,"301 N. Main, Ste 1700",67202,Wichita,2,1,KS Courts Registry,2026-08-17
"Carbajal Law, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=28901,Wichita,KS,Sedgwick,(316) 247-2045,,General,PO Box 8224,67208,Wichita,2,1,KS Courts Registry,2026-08-17
"Stinson, Lasswell & Wilson LC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=21944,Wichita,KS,Sedgwick,(316) 264-9137,,General,255 N Water,67202,Wichita,2,7,KS Courts Registry,2026-08-17
"BCJ Law Firm, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=24950,Wichita,KS,Sedgwick,(785) 341-9353,,General,4601 E. Douglas Ave,67218,Wichita,2,1,KS Courts Registry,2026-08-17
SJ Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=27686,Wichita,KS,Sedgwick,(316) 282-3497,,General,"505 S. Broadway, Ste 205",67202,Wichita,2,2,KS Courts Registry,2026-08-17
Law Office of Pamela Clancy,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14189,Wichita,KS,Sedgwick,(316) 655-1882,,General,345 N Belmont Pl,67208,Wichita,2,1,KS Courts Registry,2026-08-17
Sedgwick County Division of Human Resources,,,https://directory-kard.kscourts.gov/Home/Details?regNum=27835,Wichita,KS,Sedgwick,(316) 660-7050,,General,"100 N Broadway, Ste 130",67202,Wichita,2,1,KS Courts Registry,2026-08-17
Patterson Legal Group LC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=29385,Wichita,KS,Sedgwick,(785) 431-0000,,General,6800 W Kellogg Dr,67209,Wichita,2,2,KS Courts Registry,2026-08-17
Kenneth M Clark PA,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11043,Wichita,KS,Sedgwick,(316) 260-6538,,General,301 W Central,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Sedgwick County Conflict Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=19828,Wichita,KS,Sedgwick,(316) 267-1847,,General,266 N Main Ste 210,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Kimberly Corrigan,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13469,Wichita,KS,Sedgwick,(316) 641-7613,,General,1700 Laurel Cove/foliage,67206,Wichita,2,1,KS Courts Registry,2026-08-17
Gilmore & Bell PC,https://www.gilmorebell.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=16632,Wichita,KS,Sedgwick,(316) 267-2091,,DUI,100 N Main Ste 800,67202,Wichita,5,3,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Joseph Hollander & Craft LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11159,Wichita,KS,Sedgwick,(316) 262-9393,,General,500 N Market,67214,Wichita,2,11,KS Courts Registry,2026-08-17
"Bruce and Lehman, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=25978,Wichita,KS,Sedgwick,(316) 264-8000,,General,PO Box 75037,67275,Wichita,2,1,KS Courts Registry,2026-08-17
Social Security Admin,,,https://directory-kard.kscourts.gov/Home/Details?regNum=18928,Wichita,KS,Sedgwick,(866) 964-3440,,General,3207 N. Cypress St,67226,Wichita,2,2,KS Courts Registry,2026-08-17
U.S. Distrct Court for the District of Kansas,https://www.kansaslaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=30667,Wichita,KS,Sedgwick,(316) 315-4320,,Personal Injury,401 N. Market,67202,Wichita,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
"PK Companies Group, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=14554,Wichita,KS,Sedgwick,(316) 866-2955,,General,PO Box 782290,67278,Wichita,2,1,KS Courts Registry,2026-08-17
Chuck Curfman,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10780,Wichita,KS,Sedgwick,(316) 214-4733,,General,402 N Longford Ln,67206,Wichita,2,1,KS Courts Registry,2026-08-17
"Depew Gillen Rathbun & McInteer, LC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=10353,Wichita,KS,Sedgwick,(316) 262-4000,,General,"8301 E 21st St N, Ste 450",67206,Wichita,2,2,KS Courts Registry,2026-08-17
Ken W. Dannenberg,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12989,Wichita,KS,Sedgwick,(316) 665-8994,,General,331 N Waco St,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Chapter 12 & 13 Trustee,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13705,Wichita,KS,Sedgwick,(316) 267-1791,,General,"300 W Douglas, Ste 650",67202-2921,Wichita,2,,KS Courts Registry,2026-08-17
Law Offices Of Gwendolyn D. Davis,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20795,Wichita,KS,Sedgwick,(316) 351-3409,,General,5017 E 21st St,67208,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of Marc C. Davis,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20416,Wichita,KS,Sedgwick,(316) 262-6272,,General,505 S. Broadway Ave Ste 203,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Woodard Hernandez Roth & Day,,,https://directory-kard.kscourts.gov/Home/Details?regNum=9755,Wichita,KS,Sedgwick,(316) 263-4958,,General,"245 N. Waco, Suite 260",67202,Wichita,2,6,KS Courts Registry,2026-08-17
SSA - Disability Adjudication,,,https://directory-kard.kscourts.gov/Home/Details?regNum=24300,Wichita,KS,Sedgwick,(866) 964-3421,,General,3207 N Cypress St,67226,Wichita,2,2,KS Courts Registry,2026-08-17
DeVader Law Office LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20863,Wichita,KS,Sedgwick,(316) 440-7777,,General,111 S Whittier St,67207,Wichita,2,1,KS Courts Registry,2026-08-17
Dillehay Law,https://www.dillehaylaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=26553,Wichita,KS,Sedgwick,(316) 400-5294,taylor@dillehaylaw.com,Criminal Defense,PO Box 783121 9350 E. Corporate Hills Dr,67278,Wichita,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
The Law Office of Janice A. Doran,,,https://directory-kard.kscourts.gov/Home/Details?regNum=17802,Wichita,KS,Sedgwick,(316) 281-4182,,General,"727 N Waco, Ste 585",67203,Wichita,2,1,KS Courts Registry,2026-08-17
"The Douglas Firm, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=23177,Wichita,KS,Sedgwick,(316) 448-1028,,General,833 N Waco Ave,67203,Wichita,2,1,KS Courts Registry,2026-08-17
Dugan & Giroux Law Inc,,,https://directory-kard.kscourts.gov/Home/Details?regNum=16077,Wichita,KS,Sedgwick,(316) 721-5500,,General,"3636 N Ridge Rd, Ste 100",67205,Wichita,2,3,KS Courts Registry,2026-08-17
"Duncan Law Firm, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=26283,Wichita,KS,Sedgwick,(785) 979-7361,,General,4601 E. Douglas Ave Ste 357,67218,Wichita,2,1,KS Courts Registry,2026-08-17
"Patrick J. Earnest, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=20970,Wichita,KS,Sedgwick,(316) 269-4440,,General,330 N Main,67202,Wichita,2,1,KS Courts Registry,2026-08-17
"McConnell Law Firm, P.A.",,,https://directory-kard.kscourts.gov/Home/Details?regNum=30379,Wichita,KS,Sedgwick,(316) 243-5903,,General,"100 N Broadway, Ste 400",67202,Wichita,2,2,KS Courts Registry,2026-08-17
Eidelman Law Firm LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22951,Wichita,KS,Sedgwick,(316) 361-0553,,General,110 E Waterman St Ste 120,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Favre Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=26225,Wichita,KS,Sedgwick,(316) 399-4575,,General,PO Box 17804,67217,Wichita,2,1,KS Courts Registry,2026-08-17
Harold E Flaigle,,,https://directory-kard.kscourts.gov/Home/Details?regNum=8501,Wichita,KS,Sedgwick,(316) 648-5642,,General,12303 W Texas,67235,Wichita,2,1,KS Courts Registry,2026-08-17
Foreman Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=25094,Wichita,KS,Sedgwick,(316) 202-8667,,General,PO Box 940,67202,Wichita,2,2,KS Courts Registry,2026-08-17
Franklin Law Office PA,,,https://directory-kard.kscourts.gov/Home/Details?regNum=17679,Wichita,KS,Sedgwick,(316) 264-5664,,General,"310 W Central Ave, Ste 104",67202,Wichita,2,2,KS Courts Registry,2026-08-17
Leah Gagne,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20028,Wichita,KS,Sedgwick,(316) 267-1900,,General,PO Box 782311,67278,Wichita,2,1,KS Courts Registry,2026-08-17
Galdean LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22973,Wichita,KS,Sedgwick,(316) 573-7992,,General,"5025 E Kellogg Drive, Ste 110 PO Box 780076",67278,Wichita,2,1,KS Courts Registry,2026-08-17
Advanced Legal Planning LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=21302,Derby,KS,Sedgwick,(316) 252-2233,,General,111 N. Baltimore,67037,Wichita,2,1,KS Courts Registry,2026-08-17
Garcia Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=26119,Wichita,KS,Sedgwick,(316) 269-5297,,General,"1851 N Broadway, Ste C",67214,Wichita,2,3,KS Courts Registry,2026-08-17
Ardegy General Counsel Services LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10728,Wichita,KS,Sedgwick,(316) 253-1120,,General,2849 Wild Rose Ct,67205,Wichita,2,1,KS Courts Registry,2026-08-17
Monnat & Spurrier Chartered,,,https://directory-kard.kscourts.gov/Home/Details?regNum=29792,Wichita,KS,Sedgwick,(316) 264-2800,,General,"200 W Douglas Ave, Ste 830",67202,Wichita,2,5,KS Courts Registry,2026-08-17
Ascension,,,https://directory-kard.kscourts.gov/Home/Details?regNum=28640,Wichita,KS,Sedgwick,(316) 461-7416,,General,3720 E. Bayley St,67218,Wichita,2,5,KS Courts Registry,2026-08-17
"Hagan Law Offices, PA",,,https://directory-kard.kscourts.gov/Home/Details?regNum=12105,Wichita,KS,Sedgwick,(316) 267-2407,,General,"121 S. Whittier, Suite 110",67207,Wichita,2,,KS Courts Registry,2026-08-17
William Halvorsen,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11518,Wichita,KS,Sedgwick,(620) 341-3134,,General,4031 N Bayberry St,67226,Wichita,2,1,KS Courts Registry,2026-08-17
The Law Offices of Tom E. Hammond LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10242,Wichita,KS,Sedgwick,(316) 262-6800,,General,"111 S Whittier St, Ste 4000C",67207,Wichita,2,1,KS Courts Registry,2026-08-17
Marlo Hamrick Attorney at Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=25703,Wichita,KS,Sedgwick,(316) 358-9701,,General,330 N Main,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Jon Hansen Attorney at Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=9345,Wichita,KS,Sedgwick,(316) 390-5616,,General,407 S Vassar,67218,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office Of Charles F. Harris,,,https://directory-kard.kscourts.gov/Home/Details?regNum=9725,Wichita,KS,Sedgwick,(316) 249-0766,,General,252 S Bleckley Dr,67218,Wichita,2,1,KS Courts Registry,2026-08-17
Hart for Senate,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20276,Wichita,KS,Sedgwick,(785) 338-1445,,General,PO Box 20038,67208,Wichita,2,1,KS Courts Registry,2026-08-17
WoltersKluwer,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12671,Wichita,KS,Sedgwick,(316) 993-0622,,General,9111 E Douglas Ave,67207,Wichita,2,1,KS Courts Registry,2026-08-17
Kansas Legal Services,,,https://directory-kard.kscourts.gov/Home/Details?regNum=27987,Wichita,KS,Sedgwick,(316) 265-9681,,General,110 S Main,67202,Wichita,2,9,KS Courts Registry,2026-08-17
Sedgwick County Courthouse,,,https://directory-kard.kscourts.gov/Home/Details?regNum=24098,Wichita,KS,Sedgwick,(316) 660-5625,,General,18th Judicial District 525 N Main,67203,Wichita,2,5,KS Courts Registry,2026-08-17
"Hite, Fanning, & Honeyman LLP",,,https://directory-kard.kscourts.gov/Home/Details?regNum=28581,Wichita,KS,Sedgwick,(316) 265-7741,,General,100 N Broadway Ste 950,67202,Wichita,2,6,KS Courts Registry,2026-08-17
Law Office of David A. Hawley,https://www.hawleylaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=14644,Andover,KS,Sedgwick,(316) 264-9200,david@hawleylaw.com,Family Law,1400 Terradyne Dr Ste 319,67002,Wichita,4,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Graybill & Hazlewood LLC,https://www.graybillhazlewood.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=18664,Wichita,KS,Sedgwick,(316) 854-2331,,Personal Injury,218 N Mosley St,67202-2806,Wichita,5,3,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Heath Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=7127,Wichita,KS,Sedgwick,(316) 650-0927,,General,1531 Spring Dr.,67208,Wichita,2,1,KS Courts Registry,2026-08-17
