law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority
"Douglas Haun & Heidemann, P.C. - Springfield",http://www.dhhlawfirm.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/place/?q=place_id:ChIJIYjjc95iz4cRbTffMMi84ms,,Springfield,MO,Greene,(417) 326-5261,,Personal Injury,901 E St Louis St #1200,65806,Springfield,5
Dunn Law Firm LLC,http://www.dunnlawfirmllc.com/,https://www.google.com/maps/place/?q=place_id:ChIJd-3j4K9lz4cRCk35QgEea_g,,Springfield,MO,Greene,(417) 851-5888,,Family Law,620 W Republic St,65807,Springfield,4
Easter Law Firm LLC,http://www.easterlawfirm.com/#9jQyR,,,Springfield,MO,Greene,(417) 888-0258,,Personal Injury,806 West Battlefield Road,65807,Springfield,5
Edge Immigration Law,,https://www.google.com/maps/place/?q=place_id:ChIJFa5h7G99z4cRrub_4oYC8Uw,,Springfield,MO,Greene,(417) 500-8472,,General,1655 S Enterprise Ave # A1,65804,Springfield,4
Endicott Law Firm,http://www.endicottlawfirm.com/contact,,,Springfield,MO,Greene,(417) 883-9400,,General,5662 S Southwood Rd,65804,Springfield,4
Franke Schultz & Mullen P C,https://www.fsmlawfirm.com,,,Springfield,MO,Greene,(417) 863-0040,,Personal Injury,2920 E Pythian St,65802,Springfield,5
Fritz Nippes & Associates LLC,,,,Springfield,MO,Greene,(417) 886-7300,,General,1855 S Ingram Mill Rd,65804,Springfield,4
Fulnecky Law,http://www.fulneckylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJE1Ud8Fx7z4cRV3X5MTXS0m4,,Springfield,MO,Greene,(417) 882-1044,,Business Law,2627 W Republic Rd Suite A-108,65807,Springfield,2
Gannaway & Cummings,http://www.jaypcummingslaw.com,,,Springfield,MO,Greene,(417) 887-4141,,General,3249 E Ridgeview St,65804,Springfield,4
Garner Law Firm,http://www.garner-lawfirm.com,,,Springfield,MO,Greene,(417) 319-2290,,General,1323 E Montclair St,65804,Springfield,4
Gary M Wilson LLC,https://www.garymwilsonlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ9SxLnU5jz4cRN62pyFHjg-s,,Springfield,MO,Greene,(417) 882-6400,,Criminal Defense,1736 E Sunshine St #813,65804,Springfield,5
Graf Law,,,,Springfield,MO,Greene,(417) 823-3883,,General,2429 S Campbell Ave,65807,Springfield,4
"Hall Ansley, P.C.",https://www.hallansley.com/?npcmp=dir:local:1333027:65804,https://www.google.com/maps/place/?q=place_id:ChIJZYbxKmV7z4cRPELaA3PLZSc,,Springfield,MO,Greene,(417) 890-8700,,Personal Injury,3275 E Ridgeview St,65804,Springfield,5
"Hosmer King & Royce, LLC",https://www.hkrlawoffice.com/,https://www.google.com/maps/place/?q=place_id:ChIJZWE9Nypjz4cRHzzgoXjHraA,,Springfield,MO,Greene,(417) 869-9999,lori.muetzel@hkrlawoffice.com,Personal Injury,313 S Glenstone Ave,65802,Springfield,5
Husch Blackwell,https://www.huschblackwell.com/offices/springfield_mo,https://www.google.com/maps/place/?q=place_id:ChIJv3pV3OFiz4cR1nxIEoHJJU0,,Springfield,MO,Greene,(417) 268-4000,,Employment Law,3810 E Sunshine St Suite 300,65809,Springfield,3
"J. Matthew Miller, Attorney at Law, LLC",http://www.jmmillerlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJFb6nl1B9z4cRt3aipYeYsoI,,Springfield,MO,Greene,(417) 887-0133,,Family Law,1748 S Madaline Terrace,65804,Springfield,4
Jason Coatney Law Offices Llc,http://www.coatneylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJRzDnzSFjz4cRuT4WYEIcaQE,,Springfield,MO,Greene,(417) 831-4200,,Criminal Defense,939 N Boonville Ave # A,65802,Springfield,5
Jeff Bauer,https://www.stronglaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJawqUNvtiz4cRFjV_Krc6djM,,Springfield,MO,Greene,(417) 887-4300,injury@stronglaw.com,Personal Injury,901 E St Louis St 18th Floor,65806,Springfield,5
Jensen Law,http://www.springfieldmolaw.com,,,Springfield,MO,Greene,(417) 616-5000,,General,2808 S Ingram Mill Rd,65804,Springfield,4
John D Hacker Law Office,http://www.johndhacker.com,,,Springfield,MO,Greene,(417) 823-9373,,General,415 N Boonville Ave,65806,Springfield,4
John D. Kail - Attorney,https://www.johnkail.com/,https://www.google.com/maps/place/?q=place_id:ChIJIc4pEfpiz4cRTXMNYoqVsAs,,Springfield,MO,Greene,(417) 869-4680,contact@johnkail.com,Criminal Defense,1200 E Woodhurst Dr Suite R-200,65804,Springfield,5
John Henderson Law Firm,http://johnhendersonlaw.com,,,Springfield,MO,Greene,(417) 866-4505,,Social Security Disability,313 S Glenstone Ave,65802,Springfield,1
Jones & Musgrave,http://www.jonesmusgraveattorneys.com/,https://www.google.com/maps/place/?q=place_id:ChIJYTNuZX5jz4cRTvsPiPVABdA,,Springfield,MO,Greene,(417) 283-4020,,Criminal Defense,400 E Walnut St #130,65806,Springfield,5
"Joseph Scott Law, LLC",http://josephscottlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJURaSPSJjz4cRSi7f1l2SBMU,,Springfield,MO,Greene,(417) 812-5899,,Personal Injury,205 Park Central E Suite 216,65806,Springfield,5
Keck & Austin,https://kpwlawfirm.com/people.htm,https://www.google.com/maps/place/?q=place_id:ChIJXe_KHBF9z4cRpdKnvRxfUIE,,Springfield,MO,Greene,(417) 890-8989,,Criminal Defense,3140 E Division St,65802,Springfield,5
Kembell Woods & Martinsen LLP,http://www.kwm-law.com/,https://www.google.com/maps/place/?q=place_id:ChIJA792Dpt7z4cR2a70pdcrffo,,Springfield,MO,Greene,(417) 893-5288,,Estate Planning,3250 E Sunshine St Suite 310,65804,Springfield,2
Krebs Law Firm,https://krebslawoffice.com/,https://www.google.com/maps/place/?q=place_id:ChIJi0uMt7hkz4cRu3cdCuna3Bs,,Springfield,MO,Greene,(417) 883-5886,,Personal Injury,2838 S Ingram Mill Rd Suite B,65804,Springfield,5
Kutak Rock LLP,https://www.kutakrock.com/,https://www.google.com/maps/place/?q=place_id:ChIJwYzROvtjz4cRGqQIt9j4rns,,Springfield,MO,Greene,(417) 720-1410,,Employment Law,300 S John Q Hammons Pkwy #800,65806,Springfield,3
"Lampert Law Office, LLC",http://www.lampertlaw.net,,,Springfield,MO,Greene,(417) 886-3330,,Employment Law,2847 S Ingram Mill Rd,65804,Springfield,3
Larson & Miller Injury Law,https://www.larsonlaw.com/?utm_source=googlebusinessprofile&utm_medium=gbpinfo&utm_campaign=gmbg,https://www.google.com/maps/place/?q=place_id:ChIJZUKe53p7z4cRWoX7juGBJq4,,Springfield,MO,Greene,(417) 890-6677,info@larsonlaw.com,Personal Injury,3331 E Ridgeview St,65804,Springfield,5
Lathrop & Gage,https://www.lathropgpm.com,,,Springfield,MO,Greene,(417) 886-2000,,Employment Law,910 E Saint Louis St,65806,Springfield,3
"Law Office of Buchanan Williams & O'Brien, P.C.",http://www.bwoattorneys.com/springfield/,https://www.google.com/maps/place/?q=place_id:ChIJiYlU-pljz4cROLPr1YzCch8,,Springfield,MO,Greene,(417) 614-3770,,Personal Injury,901 E St Louis St Suite 402,65806,Springfield,5
Law Office of Burns Jessica,http://burnslawmissouri.com,,,Springfield,MO,Greene,(417) 799-0442,,General,636 W Republic Rd Ste A100,65807,Springfield,4
"Law Office of Chad G. Mann, LLC",https://www.chadgmann.com/,https://www.google.com/maps/place/?q=place_id:ChIJdbaMs_0bw2sRmdRlp9XLc6M,,Springfield,MO,Greene,(417) 842-8679,,Personal Injury,901 E St Louis St #705,65806,Springfield,5
"Law Office of Curtis M. Garner & Associates, LLC",https://www.cmgalaw.com/?npcmp=dir:local:4876659:65807,https://www.google.com/maps/place/?q=place_id:ChIJO1982XBkz4cRWgEWpNa8_4s,,Springfield,MO,Greene,(417) 865-5297,,Personal Injury,3039 S Fort Ave # C,65807,Springfield,5
Law Office of Grant D Johnson,https://www.lawofficegdj.com,,,Springfield,MO,Greene,(417) 841-2779,,Intellectual Property,3645 S Culpepper Cir,65804,Springfield,1
Law Office of Gregg E. Stade,https://stadelaw.com,,,Springfield,MO,Greene,(417) 889-5572,,Family Law,600 W Republic Rd Ste A100,65807,Springfield,4
Law Office of Nicholas Lunnen LLC,http://lawofficeofnicholaslunnen.com/,https://www.google.com/maps/place/?q=place_id:ChIJJ7XBJsF7z4cRQtkbrjf35UA,,Springfield,MO,Greene,(417) 861-4447,,Intellectual Property,1525 W Sunshine St # C,65807,Springfield,1
Law Office of the Ozarks,https://www.ozarkslegal.com/,https://www.google.com/maps/place/?q=place_id:ChIJ-4BThLhkz4cRzoPm067w378,,Springfield,MO,Greene,(417) 883-7283,office@ozarkslegal.com,Criminal Defense,636 W Republic Rd G104,65807,Springfield,5
Law Offices Of Kristoffer Barefield,http://www.barefieldlaw.com,,,Springfield,MO,Greene,(417) 720-1000,,Family Law,214 W Phelps St,65806,Springfield,4
"Law Offices of Amanda K. Brown, L.L.C.",,https://www.google.com/maps/place/?q=place_id:ChIJ28TPrE19z4cRIaXPU5qG0AM,,Springfield,MO,Greene,(417) 379-9097,,General,2032 E Kearney St # 106,65803,Springfield,4
Law Offices of B. Edwin Bloomfield LC,http://trust-law.us,,,Springfield,MO,Greene,(417) 886-3100,,DUI,300 S John Q Hammons Pkwy Ste 103,65806,Springfield,5
Law Offices of Bryan Musgrave,https://www.bryanmusgrave.com/,https://www.google.com/maps/place/?q=place_id:ChIJH4vWHRVkz4cRQOXYfUuM6ss,,Springfield,MO,Greene,(417) 322-2222,,Personal Injury,2005 W Chesterfield St #108,65807,Springfield,5
"Law Offices of Dan Moody and Paul Wacker, L.L.C.",http://www.moodywackerlaw.com,,,Springfield,MO,Greene,(417) 882-1933,,General,1345 E Sunshine St Ste 106,65804,Springfield,4
Law Offices of June Clark,https://www.gettheremedia.com/about-june-clark,,,Springfield,MO,Greene,(417) 887-8899,,Social Security Disability,1368 E Kingsley St,65804,Springfield,1
Law Offices of Lowther & Johnson,https://www.lowtherjohnson.com/?utm_source=GMB&utm_medium=organic&utm_campaign=springfield,https://www.google.com/maps/place/?q=place_id:ChIJv3pV3OFiz4cRgkCTmZGovhs,,Springfield,MO,Greene,(417) 557-3407,,Personal Injury,901 E St Louis St 20th floor,65806,Springfield,5
Law Offices of Tom Norrid,http://norridlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJNxiVtQZjz4cRdTQLiHmYJJQ,,Springfield,MO,Greene,(417) 865-2828,,General,633 S Campbell Ave,65806,Springfield,4
Lawrence William E,,,,Springfield,MO,Greene,(417) 632-0883,,General,1855 S Ingram Mill Rd,65804,Springfield,4
Lee Ed,http://www.mo-familylaw.com,,,Springfield,MO,Greene,(417) 883-3332,ed.lee@mo-familylaw.com,Family Law,3259 E Sunshine St,65804,Springfield,4
Legal Aid of Southwest Missouri,http://lsmo.org/,https://www.google.com/maps/place/?q=place_id:ChIJ7_Tsdfliz4cR5nCkvwsHe0A,,Springfield,MO,Greene,(417) 881-0533,,Family Law,809 N Campbell Ave,65802,Springfield,4
Legal Services of Southern Missouri,http://www.lsosm.org/,https://www.google.com/maps/place/?q=place_id:ChIJ__-bc_liz4cRjpapdFVeGrQ,,Springfield,MO,Greene,(417) 881-1397,media@lsosm.org,Family Law,3130 S Delaware Ave,65804,Springfield,4
Legalshield,http://www.legalshield.com/hub/davidefreeman,,,Springfield,MO,Greene,(417) 833-9703,,General,3214 N Stewart Ave,65803,Springfield,4
Licata Bankruptcy Firm PC,https://www.springfieldmobankruptcy.com,,,Springfield,MO,Greene,(417) 887-3328,,Family Law,1442 E Bradford Pkwy,65804,Springfield,4
MRD Lawyers,http://www.mrdlawyers.com/?utm_campaign=gmb,https://www.google.com/maps/place/?q=place_id:ChIJvQm2YUJjz4cRyWPfMJJrfak,,Springfield,MO,Greene,(417) 323-6609,,Criminal Defense,4650 S National Ave Suite C5,65810,Springfield,5
Malkmus Law Firm,http://malkmuslaw.com,https://www.google.com/maps/place/?q=place_id:ChIJbax7sQNjz4cRCFDtvZasUaQ,,Springfield,MO,Greene,(417) 447-5000,,Intellectual Property,305 Park Central W,65806,Springfield,1
Mark E Maddux Attorney and Counselor at Law,,,,Springfield,MO,Greene,(417) 889-6700,,General,3041 S Kimbrough Ave,65807,Springfield,4
McBride Law,http://www.bamcbridelaw.com,,,Springfield,MO,Greene,(417) 324-7580,,General,1627 S Campbell Ave,65807,Springfield,4
Midwest Center for Law & Justice,http://www.mwjusticecenter.com,,,Springfield,MO,Greene,(417) 833-9394,,General,1801 W Norton Rd Ste 202,65803,Springfield,4
"Midwest Legal, Bob McGee Law",,,,Springfield,MO,Greene,(417) 869-6159,,General,601 N National Ave,65802,Springfield,4
"Monsees & Mayer, Personal Injury Law Firm",https://monseesmayer.com/springfield-personal-injury-attorneys/?utm_source=Google&utm_medium=Google+Business+Profile-SP&utm_campaign=GBP-SP,https://www.google.com/maps/place/?q=place_id:ChIJeWqnmR9jz4cRsnU80R3gxmg,,Springfield,MO,Greene,(417) 595-4463,,General,1021 E Walnut St,65806,Springfield,4
Neale & Newman,https://www.nnlaw.com/?utm_source=GMB&utm_medium=organic&utm_campaign=springfield,https://www.google.com/maps/place/?q=place_id:ChIJc2CjUEtjz4cRmIjR8X9txBc,,Springfield,MO,Greene,(417) 670-2520,,Personal Injury,2144 E Republic Rd Suite F402,65804,Springfield,5
Neally Law,http://www.neallylaw.com,,,Springfield,MO,Greene,(417) 520-1221,,General,122 Park Central Sq,65806,Springfield,4
Newman Law Firm,http://www.johnnewmanlawfirm.com,,,Springfield,MO,Greene,(417) 832-9200,office@johnnewmanlaw.com,Personal Injury,415 E Chestnut Expy,65802,Springfield,5
Ozarks Family Law,https://www.ozarksfamilylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJEVMEy2R7z4cRkaiQ0D4sB2o,,Springfield,MO,Greene,(417) 530-4050,,Family Law,1368 E Kingsley St C,65804,Springfield,4
"Page Law Group, LLC",http://pagelawgroup.net/,https://www.google.com/maps/place/?q=place_id:ChIJn_n1dOBkz4cRiyXqKyRlY_Y,,Springfield,MO,Greene,(417) 719-4774,mourad@pagelawgroup.net,Workers' Compensation,2750 E Sunshine St,65804,Springfield,5
Palmer Oliver Law Offices PC,http://www.palmerlaw.com/index.php/contact-us,,,Springfield,MO,Greene,(417) 865-3234,,General,431 S Jefferson Ave,65806,Springfield,4
Parmele Law Firm,http://www.parmelelawfirm.com,,,Springfield,MO,Greene,(417) 831-8062,usdc@danielparmelelaw.com,Social Security Disability,1904 N Le Compte Ave,65802,Springfield,1
Piatchek Law Firm,https://ozarkslawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJnbnRVsFkz4cRvXqZKU3r0Uw,,Springfield,MO,Greene,(417) 612-9116,,General,1546 E Bradford Pkwy,65804,Springfield,4
"Placzek Winget & Placzek, LLC",http://www.pwplawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJ1TCF7Utjz4cR6BjurKOSQm4,,Springfield,MO,Greene,(417) 883-4000,,Personal Injury,2750 E Sunshine St,65804,Springfield,5
"Pratt & Grisham, LLC",http://www.pglawyers.net/,https://www.google.com/maps/place/?q=place_id:ChIJ4eX3Srxkz4cR-Y0ad7m8xrs,,Springfield,MO,Greene,(417) 883-8200,,Family Law,,65804,Springfield,4
RGG Law,https://rgglaw.net,,,Springfield,MO,Greene,(417) 864-4700,,Bankruptcy,1505 E Bradford Pkwy,65804,Springfield,2
RJC Law,https://www.rjcinjurylawyer.com/,https://www.google.com/maps/place/?q=place_id:ChIJ9SxLnU5jz4cR5nn-6HO5c_k,,Springfield,MO,Greene,(417) 883-5585,,Personal Injury,305 W Mill St,65806,Springfield,5
Rah Law,https://rah.law,,,Springfield,MO,Greene,(417) 512-2333,grant@rah.law,Personal Injury,205 Park Central E Ste 516,65806,Springfield,5
Ransin Injury Law,https://ransin.com/,https://www.google.com/maps/place/?q=place_id:ChIJa9m5A69kz4cRSYdIwWcRtj8,,Springfield,MO,Greene,(417) 881-8282,,Personal Injury,4045 E Sunshine St Suite 100,65809,Springfield,5
Reynolds & Gold Law,https://reynoldsandgoldlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ__9vYMFkz4cRpzSyXGh6v2k,,Springfield,MO,Greene,(417) 883-7800,,General,1650 E Battlefield Rd Suite 200,65804,Springfield,4
Richard Edward VanAntwerp,https://jbjameslawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJm8miFYlkz4cRermTAIsNjzg,,Springfield,MO,Greene,(417) 986-1488,,General,313 S Glenstone Ave,65802,Springfield,4
Richard Russell Law,https://richardrusselllaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJv3pV3OFiz4cRrfsWTlPo190,,Springfield,MO,Greene,(417) 233-1661,,Family Law,405 N Jefferson Ave #1024,65806,Springfield,4
Richardson Law Firm,http://www.richardsonlawfirmllc.com,,,Springfield,MO,Greene,(417) 890-1900,,General,933 E Maplewood St,65807,Springfield,4
Robert Hill Law Offices,https://attorneyatlawroberthill.com/,https://www.google.com/maps/place/?q=place_id:ChIJ5dqAI1Zlz4cRm-8QF4Z8w5E,,Springfield,MO,Greene,(417) 889-9090,,Personal Injury,2741 S Meadowbrook Ave #5924,65807,Springfield,5
Rogers C. Jones  Attorney Of Law,,,,Springfield,MO,Greene,(417) 866-2901,,General,601 S Grant Ave,65806,Springfield,4
"Rogers, Ehrhardt, Weber & Howard, LLC - Springfield",https://www.rogersehrhardt.com/springfield-law-office/,https://www.google.com/maps/place/?q=place_id:ChIJtcrol9ljz4cRGPgYTM-8_Vo,,Springfield,MO,Greene,(573) 442-0131,,Estate Planning,300 S John Q Hammons Pkwy #600,65806,Springfield,2
"Rooney McBride & Smith, LLC.",https://rmsattorneys.com/,https://www.google.com/maps/place/?q=place_id:ChIJH0-Yj-Bkz4cRuH-bPzDVF1Y,,Springfield,MO,Greene,(417) 708-9681,,Family Law,1445 E Republic Rd #300,65804,Springfield,4
Sam F Hamra Law Office,,https://www.google.com/maps/place/?q=place_id:ChIJQ_I4YIV8z4cRCTWZbDdQ2UE,,Springfield,MO,Greene,(417) 881-7525,,General,1855 S Ingram Mill Rd # 100,65804,Springfield,4
"Schneider Law, LLC",http://www.schneiderlawllc.com/,https://www.google.com/maps/place/?q=place_id:ChIJYyCVhv1iz4cRQ2llWo14i88,,Springfield,MO,Greene,(417) 660-4444,,Social Security Disability,300 S John Q Hammons Pkwy Suite 701,65806,Springfield,1
Shelly Reece,http://reecefamilylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJnxzGlBVkz4cRFTtEAx3Y8vk,,Springfield,MO,Greene,(417) 881-0881,info@reecefamilylaw.com,Personal Injury,2202 W Chesterfield St,65807,Springfield,5
"Show MO Justice, LLC",http://www.showmojustice.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2547244767945715334,https://www.google.com/maps/place/?q=place_id:ChIJgU2AemBjz4cRpxY1uSpENAg,,Springfield,MO,Greene,(417) 465-8733,showmojustice@gmail.com,Personal Injury,205 Park Central E #518,65806,Springfield,5
Shuler Law Firm LLC,http://davidshulerlaw.com/?utm_source=GMB&utm_medium=organic&utm_campaign=Springfield,https://www.google.com/maps/place/?q=place_id:ChIJITjoPyt9z4cR4XraZwMLCWo,,Springfield,MO,Greene,(417) 288-4433,,Personal Injury,4650 S National Ave D-5,65810,Springfield,5
Springfield Family Law,http://www.spfdfamilylaw.com,,,Springfield,MO,Greene,(417) 832-2144,lydia@spfdfamilylaw.com,Family Law,227 E Sunshine St,65807,Springfield,4
Springfield Law Group,http://springfieldlawgroup.com,,,Springfield,MO,Greene,(417) 823-9044,,General,1546 E Bradford Pkwy,65804,Springfield,4
Springfield Traffic Tickets,https://www.springfieldtraffictickets.com/,https://www.google.com/maps/place/?q=place_id:ChIJaTletf1iz4cRbwiTH3WnDPc,,Springfield,MO,Greene,(417) 414-0849,info@springfieldtraffictickets.com,Criminal Defense,417 N Boonville Ave,65806,Springfield,5
"Stacie Calhoun Bilyeu, Attorney at Law, LLC",http://www.bilyeulaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ__RgRPNiz4cR33ZIR38vkWg,,Springfield,MO,Greene,(417) 866-4094,,Criminal Defense,216 W Commercial St suite b,65803,Springfield,5
Stanfield Law LLC,http://www.stanfieldlawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJe8vzojFjz4cRHDuN-CcZTGA,,Springfield,MO,Greene,(417) 420-3366,,General,1720 N Robberson Ave,65803,Springfield,4
