law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers
Nick D Pantalone Law Office,http://pantalonelaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJh9_zQtlpsocROxDlGVxJB9s,,Norman,OK,Cleveland,(405) 641-0489,ndpantalone@gmail.com,Criminal Defense,108 E Main St,73069,Oklahoma City,5,
Norman Injury Law Center,,,,Norman,OK,Cleveland,(405) 801-2222,,General,305 E Comanche St,73069,Oklahoma City,4,
Oklahoma Injury Law Firm,https://www.oklahomainjurylawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJ-Qr8ifdpsocR-g3K5Ff5Fqw,,Norman,OK,Cleveland,(405) 310-8800,,Personal Injury,217 E Main St Suite 2,73069,Oklahoma City,5,2
Oklahoma Probate Law Center,,,,Norman,OK,Cleveland,(405) 252-0150,,General,100 48th Ave NW,73072,Oklahoma City,4,
Pate Law Office,,,,Norman,OK,Cleveland,(405) 310-2777,,General,305 White St,73069,Oklahoma City,4,
Patriot Law,http://www.clevelandcountylawyer.com/,https://www.google.com/maps/place/?q=place_id:ChIJeSukONlpsocRALUeSVeo80Q,,Norman,OK,Cleveland,(405) 979-0179,,Criminal Defense,303 S Peters Ave,73069,Oklahoma City,5,
Peot Tina,http://www.phmlaw.net/,https://www.google.com/maps/place/?q=place_id:ChIJPdOavthpsocRExpr77Y8_oI,,Norman,OK,Cleveland,(405) 329-3307,info@phmlaw.net,Family Law,314 E Comanche St,73069,Oklahoma City,4,
Pete D. Louden Attorney at Law,http://www.normanlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJHWddp5BbsocR4_MB8rrcgZQ,,Norman,OK,Cleveland,(405) 919-8355,,Family Law,303 S Peters Ave,73069,Oklahoma City,4,
Pfenning Law Office,,,,Norman,OK,Cleveland,(405) 292-1200,,General,108 E Main St,73069,Oklahoma City,4,
Pierce Law Firm,https://www.piercelawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJ-ZPxXhxpsocRJN9BJa3vsuM,,Norman,OK,Cleveland,(405) 579-3700,,Criminal Defense,106 1/2 E Main St,73069,Oklahoma City,5,
Polston Roderick H PC,,,,Norman,OK,Cleveland,(405) 801-2146,,General,1010 24th Ave NW,73069,Oklahoma City,4,
Pope Law Office,https://www.popeandedgarlawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJKZEBzj1psocR-FHfOw8uWJE,,Norman,OK,Cleveland,(405) 360-7555,wayne@edgarlawyers.com,Family Law,3750 W Main St STE 214,73072,Oklahoma City,4,
Redhawk Law,https://www.redhawklaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJmTS9-NhpsocRlyBK9jg8R2I,,Norman,OK,Cleveland,(405) 266-5072,,Criminal Defense,2417 Wilcox Dr,73069,Oklahoma City,5,2
"Richard A. Bell, PC",,,,Norman,OK,Cleveland,(405) 360-1040,,General,1225 W Main St,73069,Oklahoma City,4,
Schumacher Law Group,https://www.lawgroupok.com/,https://www.google.com/maps/place/?q=place_id:ChIJO295QdlpsocRBTB3k1iAKB0,,Norman,OK,Cleveland,(405) 643-4884,,Criminal Defense,114 E Main St,73069,Oklahoma City,5,
Seda Estate Planning & Probate - Norman Office,https://www.sedalawfirm.com/our-locations/norman-probate-estate-planning/,https://www.google.com/maps/place/?q=place_id:ChIJ17ddYDdpsocRVCAq6gB-0SU,,Norman,OK,Cleveland,(405) 801-9922,,General,3750 W Main St STE 214,73072,Oklahoma City,4,
"Shanin A Moore Law Firm, PLLC",,,,Norman,OK,Cleveland,(405) 307-0156,,General,2600 Van Buren St,73072,Oklahoma City,4,
Silkey Law Offices PC,,https://www.google.com/maps/place/?q=place_id:ChIJ0UjhQ01osocRy5Oj5cbmbaI,,Norman,OK,Cleveland,(405) 329-3599,,General,1818 W Lindsey St # A,73069,Oklahoma City,4,
Smith David L Attorney At Law,,,,Norman,OK,Cleveland,(405) 528-5520,,General,104 W Gray St,73069,Oklahoma City,4,
Stockwell Law Group,,,,Norman,OK,Cleveland,(405) 760-5050,,General,111 N Peters Ave,73069,Oklahoma City,4,
Swaim Law Office,,https://www.google.com/maps/place/?q=place_id:ChIJl-E6fIZpsocRlBvRuu57OE8,,Norman,OK,Cleveland,(405) 623-8121,,General,303 S Peters Ave,73069,Oklahoma City,4,
Swain Law Group,https://www.mattswainlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJnYVsOtlpsocRg1EMsNlmdA8,,Norman,OK,Cleveland,(405) 501-0827,,Personal Injury,217 E Main St,73069,Oklahoma City,5,
"Talley, Turner, Stice & Bertman",https://www.ttsblaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJoybLLNlpsocRBbxHLyR_j0A,,Norman,OK,Cleveland,(405) 353-4972,,General,130 E Eufaula St,73069,Oklahoma City,4,
Tate Wise Attorney at Law,,,,Norman,OK,Cleveland,(405) 360-0380,,General,2201 Mckown Dr,73072,Oklahoma City,4,
The Goins Law Group,,,,Norman,OK,Cleveland,(405) 928-3125,,General,222 E Eufaula St,73069,Oklahoma City,4,
The Law Office of C.B. Moore,,https://www.google.com/maps/place/?q=place_id:ChIJ09Td19hpsocRRNAzYAD1qBw,,Norman,OK,Cleveland,(405) 529-6034,,General,222 E Main St,73069,Oklahoma City,4,
Tommy Klepper & Associates Pllc,https://www.tommyklepperlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJKUA9XnVpsocRZMmfLl3YJ3g,,Norman,OK,Cleveland,(405) 928-5055,,Civil Litigation,702 Wall St,73070,Oklahoma City,3,
"Tontz Law, PLLC",http://tontzlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJk9h9k9hpsocR5l2Y6BCCIts,,Norman,OK,Cleveland,(405) 701-1600,,Social Security Disability,301 E Eufaula St #100,73069,Oklahoma City,1,3
Trimble Law Office,,,,Norman,OK,Cleveland,(405) 360-0021,,General,231 S Peters Ave,73069,Oklahoma City,4,
Unity Legal Services,,,,Norman,OK,Cleveland,(405) 857-8231,,General,3750 W Main St,73072,Oklahoma City,4,
Van Meter Law Office,,,,Norman,OK,Cleveland,(405) 329-2233,,General,510 S Webster Ave,73069,Oklahoma City,4,
Velie Law Firm,,,,Norman,OK,Cleveland,(405) 310-4333,,General,401 W Main St,73069,Oklahoma City,4,
"William Velie, Attorney at Law",,,,Norman,OK,Cleveland,(405) 364-2525,,General,225 N Peters Ave,73069,Oklahoma City,4,
Wilson Law Office,http://www.wilsonlawofficepllc.com/,https://www.google.com/maps/place/?q=place_id:ChIJn0C-n95psocRv2AZQyuy5AY,,Norman,OK,Cleveland,(405) 329-9400,,Criminal Defense,123 E Tonhawa St #105,73069,Oklahoma City,5,
Wilson Monte,https://jpearson757381.wixsite.com/montejwilsonattorney,https://www.google.com/maps/place/?q=place_id:ChIJ0UjhQ01osocRA6GZzuRrB3E,,Norman,OK,Cleveland,(405) 321-0500,Montejwilsonatty@gmail.com,Personal Injury,1818 W Lindsey St # C110,73069,Oklahoma City,5,3
Woodson & Goodwin Law,https://www.woodsonandgoodwin.com/,https://www.google.com/maps/place/?q=place_id:ChIJo_BSkNhpsocRU4V0XMto9HA,,Norman,OK,Cleveland,(405) 477-1828,,Personal Injury,307 E Eufaula St,73069,Oklahoma City,5,3
Worden & Carbitcher,https://www.wordenfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJnYVsOtlpsocR7sxTjyzPvoc,,Norman,OK,Cleveland,(405) 360-8036,,Criminal Defense,115 E Gray St,73069,Oklahoma City,5,7
"Yarborough Law Group, LLC - Family Law Attorneys OKC",https://yarboroughlawgroup.com/norman-family-law,https://www.google.com/maps/place/?q=place_id:ChIJjTeP2LNpsocR29xQht40nbQ,,Norman,OK,Cleveland,(405) 877-6908,cole@ylglegal.com,DUI,226 W Gray St Ste 222,73069,Oklahoma City,5,
