law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority
"Nigro Law Firm, LLC",http://www.nigrolawfirm.com,,https://www.martindale.com/by-location/kansas-lawyers/,Kansas City,KS,Wyandotte,816-705-2320,office@nigrolawfirm.com,Personal Injury,,,Kansas City,5
Oliver & Reichel P.A.,http://www.orlaw-firm.com,,https://www.martindale.com/by-location/kansas-lawyers/,Kansas City,KS,Wyandotte,913-431-3453,nir@orlawyers.net,Medical Malpractice,,,Kansas City,5
"Payne & Jones, Chartered",http://www.paynejones.com,,https://www.martindale.com/by-location/kansas-lawyers/,Kansas City,KS,Wyandotte,913-399-2630,,Family Law,,,Kansas City,4
"Richard T. Bryant & Associates, P.C.",http://www.richardbryantlaw.com,,https://www.martindale.com/by-location/kansas-lawyers/,Kansas City,KS,Wyandotte,913-395-2761,,Criminal Defense,,,Kansas City,5
"Schilling Law, LLC",http://www.schillinglawkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJgezIDevrwIcR3aTaJ7eNCXA,,Kansas City,KS,Wyandotte,(913) 353-4021,mike@schillinglawkc.com,Personal Injury,1321 Central Ave,66102,Kansas City,5
"Shapiro Law Office, P.A.",http://www.tonyshapirolaw.com,,https://www.martindale.com/by-location/kansas-lawyers/,Kansas City,KS,Wyandotte,816-409-1200,tony@tonyshapirolaw.com,Personal Injury,,,Kansas City,5
"The Alexander Law Firm, LLC",https://alexanderlawfirmkc.com/?utm_source=google-local&utm_medium=organic&utm_campaign=2228,https://www.google.com/maps/place/?q=place_id:ChIJA6Mw8nHxwIcRX_HGj1psQLM,,Kansas City,KS,Wyandotte,(913) 912-3338,,Personal Injury,748 Ann Ave,66101,Kansas City,5
The Alvarez Law Firm,http://www.alvarezlawkc.com,,,Kansas City,KS,Wyandotte,(913) 371-1030,,Personal Injury,10 S Hallock St,66101,Kansas City,5
"The Henry Law Firm, P.A.",https://www.henrypractice.com,,https://www.martindale.com/by-location/kansas-lawyers/,Kansas City,KS,Wyandotte,913-600-5108,,Family Law,,,Kansas City,4
The McLaughlin Law Firm,http://macforjustice.com,,,Kansas City,KS,Wyandotte,(913) 281-7707,,General,750 Ann Ave,66101,Kansas City,4
"The Probst Law Firm, PA",https://www.probst-law.com/?utm_source=google-local&utm_medium=organic&utm_campaign=1536,https://www.google.com/maps/place/?q=place_id:ChIJET4o3HHxwIcRe4Fp36roT38,,Kansas City,KS,Wyandotte,(913) 281-0699,,Criminal Defense,827 Armstrong Ave Ste 302,66101,Kansas City,5
"The Reynolds Law Firm, LLC",https://www.whrlawfirm.com,,https://www.martindale.com/by-location/kansas-lawyers/,Kansas City,KS,Wyandotte,816-815-7127,,General,,,Kansas City,4
"Thomas & Bayes-Weiner, LLC",http://www.jtpalaw.com,,https://www.martindale.com/by-location/kansas-lawyers/,Kansas City,KS,Wyandotte,913-431-2896,jthomas@jtpalaw.com,Personal Injury,,,Kansas City,5
"Wallentine Injury Law, LLC",https://www.kc-attorney.com,,https://www.martindale.com/by-location/kansas-lawyers/,Kansas City,KS,Wyandotte,913-382-5986,,Personal Injury,,,Kansas City,5
"Bingham, Larry J",,,,Lake Quivira,KS,Wyandotte,(913) 268-7080,,General,366 Lakeshore Dr W,66217,Kansas City,4
"Gyllenborg & Brown, P.A.",http://gyllenborg.com/,,https://www.martindale.com/by-location/kansas-lawyers/,Lake Quivira,KS,Wyandotte,913-382-6729,,Criminal Defense,,,Kansas City,5
MSB Law LC,https://www.msblawkc.com,,https://www.martindale.com/by-location/kansas-lawyers/,Lake Quivira,KS,Wyandotte,913-382-6445,info@msblawkc.com,Personal Injury,,,Kansas City,5
Manning & Smith,https://www.manningandsmith.com/,,https://www.martindale.com/by-location/kansas-lawyers/,Lake Quivira,KS,Wyandotte,913-453-1387,,Criminal Defense,,,Kansas City,5
Roth Davies LLC,http://www.rothdavies.com,,https://www.martindale.com/by-location/kansas-lawyers/,Lake Quivira,KS,Wyandotte,913-346-8093,,Personal Injury,,,Kansas City,5
Taylor Siemens Elliott Creedy & Lyle P.C.,https://www.mtselaw.com,,https://www.martindale.com/by-location/kansas-lawyers/,Lake Quivira,KS,Wyandotte,816-396-7258,,General,,,Kansas City,4
